ds,y,unique_id,classe,encoded_id,predictions,forecast_2023
2020-12-01,118.13385031777906,STORE REVIEWS,0.0,213,,2373.77
2020-12-01,765.955160165836,STORE SIS,0.0,214,,7200.00
2020-12-01,5522.66575,STREAMSERVE,0.0,215,,0.00
2020-12-01,459.77136938381,SUIVI DE POSITION,0.0,216,,0.00
2020-12-01,2523.72847222222,TANDEM,0.0,217,,25636.28
2020-12-01,9533.964923970048,TEMPO,0.0,219,,190682.99
2020-12-01,1649.914047927792,TO DO FOR SALES,0.0,222,,13330.64
2020-12-01,1625.5356937929314,TREND ME NOW,0.0,223,,6000.00
2020-12-01,10991.43496812699,ULYS,0.0,224,,143244.83
2020-12-01,204.794081954295,URL SHORTENER,0.0,225,,1511.00
2020-12-01,1408.89406600978,VFP - ONLINE INSTALLATION OFFERS,0.0,226,,12266.03
2020-12-01,6760.298352513264,VISUAL RECOGNITION,0.0,227,,33986.49
2020-12-01,8417.328629296966,WAC-WEBACCOUNT,0.0,228,,0.00
2020-12-01,10277.56101351303,WEBOPS,0.0,229,,0.00
2020-12-01,14303.44386962835,WLL,0.0,230,,0.00
2021-01-01,790.5,0 - STARTER PACK,0.0,0,,36.12
2021-01-01,2458.59313973825,ARTY,0.0,3,,16800.00
2021-01-01,10394.809591035028,BACK OFFICE MARKETPLACE - BOMP,0.0,7,,243586.14
2021-01-01,840.79017561765,BIP (BRIQUE INTEGRATION POSE),0.0,8,,12000.00
2021-01-01,708.0252505747126,BOOMERANG (INTERACTIVE RETURN SYSTEM),0.0,12,,13203.88
2021-01-01,39822.856797824126,BOOSTER,0.0,13,,38564.51
2021-01-01,1728.6287546497826,BRIQUE DE COTATION (BDC),0.0,14,,0.00
2021-01-01,442.2505298260904,BU PERFORMANCE,0.0,15,,3600.00
2021-01-01,287.8473701149425,CATALOG OF PRODUCT AND SERVICES,0.0,18,,164051.82
2021-01-01,1838.3790863570232,CIAM,0.0,22,,32821.41
2021-01-01,1484.093476389986,COLIBRI FEEDBACK MANAGER,0.0,24,,1.03
2021-01-01,0.0934809931469351,COLIBRI GREENZONE PACTOOL,0.0,25,,1.04
2021-01-01,2602.6009373928896,COLIBRI MANAGE,0.0,26,,1.03
2021-01-01,7572.300150721082,COLIBRI PASSPORT,0.0,27,,123730.42
2021-01-01,93.09347638998597,COLIBRI PERMANENT INVENTORY,0.0,28,,10128.91
2021-01-01,11500.806430513494,COLIBRI PRODUCT SHEET,0.0,29,,99885.64
2021-01-01,0.1148833901154536,COLIBRI QBAT,0.0,30,,1.04
2021-01-01,0.0934763899859569,COLIBRI SALES,0.0,31,,1.04
2021-01-01,0.0975087590029312,COLIBRI SCAN EVERYTHING,0.0,32,,1.04
2021-01-01,0.0934809931469351,COLIBRI TASKLIST,0.0,33,,1.04
2021-01-01,1225.5712769839995,CONFIGURATORS REPOSITORY AND COMMON,0.0,37,,42000.00
2021-01-01,0.2440250713611334,CONTEXT REPOSITORY,0.0,38,,777.11
2021-01-01,6236.494375512161,COOKIE PORTAL & REPOSITORY,0.0,40,,0.10
2021-01-01,3060.891131303976,COOKIE STORE,0.0,41,,5700.95
2021-01-01,2989.663674757586,COOKIE WEB,0.0,42,,187462.62
2021-01-01,86.96137011494254,COUPON REPOSITORY,0.0,44,,0.00
2021-01-01,7675.35557845175,CUSTOMER BOARD,0.0,46,,0.00
2021-01-01,0.0320713733259298,CUSTOMER CARE CHATBOT PLATFORM,0.0,47,,180000.00
2021-01-01,798.8879647510895,CUSTOMER MOBILE APP,0.0,50,,34519.27
2021-01-01,6936.933251660698,DAMEO,0.0,53,,16404.51
2021-01-01,19039.015887625155,DATA COMPLIANCE,0.0,55,,75246.47
2021-01-01,2930.559370420687,DATA QUALITY,0.0,57,,36000.00
2021-01-01,1003.254808929203,DELIVERY SIMULATION TOOL,0.0,58,,13552.13
2021-01-01,1715.6204523745726,DELTA,0.0,59,,21922.43
2021-01-01,1.7018898832120928,DEPRECATD PAYMENT DATA TOOLBOX,0.0,60,,87.30
2021-01-01,297.0816252873563,DIGITAL DOCUMENT GENERATOR BRICK (DDGB),0.0,61,,48000.00
2021-01-01,638.8841291656682,DOP - DIGITAL OFFER PLATFORM,0.0,62,,24000.00
2021-01-01,3578.5445432272063,FIDLIGHT,0.0,66,,0.00
2021-01-01,1371.2989665554926,FLOYD - FRONT LOYALTY DESK,0.0,68,,0.00
2021-01-01,0.2100859654682658,GENESYS CLOUD - CONTACT CENTER SOLUTION,0.0,69,,1200.00
2021-01-01,51151.56094803316,GESTION CLIENT (WCM),0.0,70,,0.00
2021-01-01,681.9712222222222,HOMEVISITS,0.0,73,,10935.65
2021-01-01,109.2615,HOMMY,0.0,74,,4064.04
2021-01-01,826.0494129314784,IKY  (I KNOW YOU) - CUSTOMER DATA MANAGEMENT,0.0,75,,1697.26
2021-01-01,10652.188135901555,INSTALA,0.0,76,,97448.55
2021-01-01,5010.421680102299,IPOSE,0.0,77,,2400.00
2021-01-01,25.09739768629333,KATAPULT-TEAM-TOOLS,0.0,78,,0.66
2021-01-01,67.81986210648888,LEGACY TRANSLATOR,0.0,112,,1955.79
2021-01-01,3387.7411666666685,LOCUS,0.0,114,,38498.79
2021-01-01,738.4533333333329,LOYALTY ACCOUNT MANAGEMENT,0.0,115,,24686.81
2021-01-01,945.872549981857,LOYALTY MOBILE APP,0.0,116,,0.00
2021-01-01,1314.090555555554,LYSA - LOYALTY SERVICE ACCOUNT,0.0,118,,0.18
2021-01-01,599.1478788028055,MAILBREW,0.0,119,,30000.00
2021-01-01,3573.8217900340014,MEDIA INTEGRATOR,0.0,121,,2400.00
2021-01-01,6304.174461071501,MESSAGEO,0.0,124,,54000.00
2021-01-01,0.0,MIRAKL,0.0,125,,27.12
2021-01-01,384.6405,MONITORING SEO,0.0,127,,0.00
2021-01-01,1492.2552666618335,MOVE CUSTOMER,0.0,128,,0.00
2021-01-01,14519.405079895689,MOVE CUSTOMER ORDER,0.0,129,,1527.21
2021-01-01,14.276666661833334,MOVE LOYALTY,0.0,130,,0.00
2021-01-01,2159.5416814719138,MYHOME,0.0,132,,27104.85
2021-01-01,1075.9426489101425,NEXT PRODUCT TO BUY,0.0,135,,22797.33
2021-01-01,1441.4079274065562,NOTIFY,0.0,136,,16893.13
2021-01-01,13113.696721108405,OFFER REPOSITORY,0.0,137,,349830.79
2021-01-01,13097.4734857657,OLT,0.0,138,,1327.51
2021-01-01,3191.0888197368395,OMNICARE,0.0,139,,240.00
2021-01-01,5382.9653229994,OPECOM V2,0.0,143,,0.00
2021-01-01,8989.049313922473,OPTIMEEZE,0.0,144,,162837.89
2021-01-01,51897.16429737077,OPUS,0.0,145,,864000.00
2021-01-01,2893.09713,OPUS LEGACY,0.0,152,,0.00
2021-01-01,15054.258999999998,OREO,0.0,159,,391942.70
2021-01-01,40263.55693684982,ORION,0.0,160,,2339.47
2021-01-01,3.569468244256929,PAYMENT CROSS TECHNOLOGIES,0.0,162,,5871.40
2021-01-01,220.5101954055731,PAYMENT DATA REPOSITORY,0.0,163,,13534.95
2021-01-01,2162.47832,PDC,0.0,164,,0.00
2021-01-01,294.27907011494256,PICK UP PLANNING,0.0,165,,18169.39
2021-01-01,575.649158638665,PLATFORMSMS,0.0,166,,0.00
2021-01-01,65.44804455313718,POCKET DATA,0.0,167,,14123.74
2021-01-01,2533.591953293789,PRODUCT MATCH AND MERGE - PMM,0.0,173,,83271.93
2021-01-01,1306.0425982655022,PRODUCT REVIEWS,0.0,176,,93356.94
2021-01-01,5275.75930833452,PROJECT BOOSTER,0.0,177,,44310.13
2021-01-01,2737.3399919183694,PVR,0.0,179,,7203.78
2021-01-01,86303.2586314875,PYXIS,0.0,180,,36219.91
2021-01-01,3216.471300300662,PYXIS SAPHIR,0.0,181,,4744.24
2021-01-01,8586.252436127133,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2021-01-01,491.0250252873564,QUESTION AND ANSWERS,0.0,185,,19838.28
2021-01-01,1572.5779199021142,QUOTATION,0.0,186,,36000.00
2021-01-01,25654.33246702008,SAFE,0.0,189,,0.00
2021-01-01,1857.9055,SCO BY ULYS,0.0,191,,5024.89
2021-01-01,720.9759444444444,SOLUTION OFFER DESIGN,0.0,210,,36095.89
2021-01-01,3751.2288224772246,STAMBIA,0.0,211,,0.00
2021-01-01,44429.133069506206,STC,0.0,212,,6304.46
2021-01-01,95.74886698981234,STORE REVIEWS,0.0,213,,2373.77
2021-01-01,746.1298357109401,STORE SIS,0.0,214,,7200.00
2021-01-01,5475.26975,STREAMSERVE,0.0,215,,0.00
2021-01-01,1933.1676487325408,SUIVI DE POSITION,0.0,216,,0.00
2021-01-01,3071.878055555554,TANDEM,0.0,217,,25636.28
2021-01-01,7410.182125730007,TEMPO,0.0,219,,190682.99
2021-01-01,0.0,THOR,0.0,220,,915.80
2021-01-01,707.188845350192,TO DO FOR SALES,0.0,222,,13330.64
2021-01-01,531.1792569691903,TREND ME NOW,0.0,223,,6000.00
2021-01-01,12289.0865108097,ULYS,0.0,224,,143244.83
2021-01-01,329.36702528735634,URL SHORTENER,0.0,225,,1511.00
2021-01-01,2175.262534247108,VFP - ONLINE INSTALLATION OFFERS,0.0,226,,12266.03
2021-01-01,6629.375069830767,VISUAL RECOGNITION,0.0,227,,33986.49
2021-01-01,8389.741792485442,WAC-WEBACCOUNT,0.0,228,,0.00
2021-01-01,11534.533285124844,WEBOPS,0.0,229,,0.00
2021-01-01,14370.911427304982,WLL,0.0,230,,0.00
2021-02-01,2046.0,0 - STARTER PACK,0.0,0,,36.12
2021-02-01,2222.0180449202,ARTY,0.0,3,,16800.00
2021-02-01,9364.8498696847,BACK OFFICE MARKETPLACE - BOMP,0.0,7,,243586.14
2021-02-01,833.203830533725,BIP (BRIQUE INTEGRATION POSE),0.0,8,,12000.00
2021-02-01,645.0086677966101,BOOMERANG (INTERACTIVE RETURN SYSTEM),0.0,12,,13203.88
2021-02-01,39346.23904287523,BOOSTER,0.0,13,,38564.51
2021-02-01,1755.0223626369827,BRIQUE DE COTATION (BDC),0.0,14,,0.00
2021-02-01,450.8597798373517,BU PERFORMANCE,0.0,15,,3600.00
2021-02-01,469.6420338983052,CATALOG OF PRODUCT AND SERVICES,0.0,18,,164051.82
2021-02-01,2.5,CCDP - PERFORMANCE & RELIABILITY,0.0,20,,41890.41
2021-02-01,2056.5337376824427,CIAM,0.0,22,,32821.41
2021-02-01,1465.5928076097189,COLIBRI FEEDBACK MANAGER,0.0,24,,1.03
2021-02-01,2.592929414939756,COLIBRI GREENZONE PACTOOL,0.0,25,,1.04
2021-02-01,2580.749744049886,COLIBRI MANAGE,0.0,26,,1.03
2021-02-01,8015.416248664953,COLIBRI PASSPORT,0.0,27,,123730.42
2021-02-01,2.59280760971891,COLIBRI PERMANENT INVENTORY,0.0,28,,10128.91
2021-02-01,15008.901836460696,COLIBRI PRODUCT SHEET,0.0,29,,99885.64
2021-02-01,2.6062391966419347,COLIBRI QBAT,0.0,30,,1.04
2021-02-01,2.59280760971891,COLIBRI SALES,0.0,31,,1.04
2021-02-01,2.595396255253528,COLIBRI SCAN EVERYTHING,0.0,32,,1.04
2021-02-01,2.592929414939756,COLIBRI TASKLIST,0.0,33,,1.04
2021-02-01,1157.073161914395,CONFIGURATORS REPOSITORY AND COMMON,0.0,37,,42000.00
2021-02-01,3.286878802164324,CONTEXT REPOSITORY,0.0,38,,777.11
2021-02-01,6353.529036993825,COOKIE PORTAL & REPOSITORY,0.0,40,,0.10
2021-02-01,2991.284956887571,COOKIE STORE,0.0,41,,5700.95
2021-02-01,5046.129982733884,COOKIE WEB,0.0,42,,187462.62
2021-02-01,65.84883389830507,COUPON REPOSITORY,0.0,44,,0.00
2021-02-01,7753.549191872799,CUSTOMER BOARD,0.0,46,,0.00
2021-02-01,2.5317171688150952,CUSTOMER CARE CHATBOT PLATFORM,0.0,47,,180000.00
2021-02-01,1205.2982229031245,CUSTOMER MOBILE APP,0.0,50,,34519.27
2021-02-01,8057.102298583976,DAMEO,0.0,53,,16404.51
2021-02-01,19946.157219530098,DATA COMPLIANCE,0.0,55,,75246.47
2021-02-01,2270.971396259739,DATA QUALITY,0.0,57,,36000.00
2021-02-01,1127.076116726987,DELIVERY SIMULATION TOOL,0.0,58,,13552.13
2021-02-01,1771.9633664642697,DELTA,0.0,59,,21922.43
2021-02-01,4.135798581301682,DEPRECATD PAYMENT DATA TOOLBOX,0.0,60,,87.30
2021-02-01,406.21823389830513,DIGITAL DOCUMENT GENERATOR BRICK (DDGB),0.0,61,,48000.00
2021-02-01,1945.6906016912783,DOP - DIGITAL OFFER PLATFORM,0.0,62,,24000.00
2021-02-01,3120.7890632223107,FIDLIGHT,0.0,66,,0.00
2021-02-01,795.302955444381,FLOYD - FRONT LOYALTY DESK,0.0,68,,0.00
2021-02-01,5.197196960717153,GENESYS CLOUD - CONTACT CENTER SOLUTION,0.0,69,,1200.00
2021-02-01,49372.86488494172,GESTION CLIENT (WCM),0.0,70,,0.00
2021-02-01,1026.437820987654,HOMEVISITS,0.0,73,,10935.65
2021-02-01,113.26349999999998,HOMMY,0.0,74,,4064.04
2021-02-01,700.9189320987657,IKY  (I KNOW YOU) - CUSTOMER DATA MANAGEMENT,0.0,75,,1697.26
2021-02-01,13985.986061556338,INSTALA,0.0,76,,97448.55
2021-02-01,5022.011103644225,IPOSE,0.0,77,,2400.00
2021-02-01,24.78306227287585,KATAPULT-TEAM-TOOLS,0.0,78,,0.66
2021-02-01,72.00211915304692,LEGACY TRANSLATOR,0.0,112,,1955.79
2021-02-01,2138.685425925928,LOCUS,0.0,114,,38498.79
2021-02-01,779.3981481481482,LOYALTY ACCOUNT MANAGEMENT,0.0,115,,24686.81
2021-02-01,538.6188073892641,LOYALTY MOBILE APP,0.0,116,,0.00
2021-02-01,1456.56913580247,LYSA - LOYALTY SERVICE ACCOUNT,0.0,118,,0.18
2021-02-01,679.2361403961037,MAILBREW,0.0,119,,30000.00
2021-02-01,3729.529840472559,MEDIA INTEGRATOR,0.0,121,,2400.00
2021-02-01,33.7985,MEDIA ORDER MANAGER,0.0,122,,7369.94
2021-02-01,5844.178284240534,MESSAGEO,0.0,124,,54000.00
2021-02-01,0.0,MIRAKL,0.0,125,,27.12
2021-02-01,474.9385,MODEL SELECTOR,0.0,126,,59664.91
2021-02-01,433.0715,MONITORING SEO,0.0,127,,0.00
2021-02-01,1488.5764666618334,MOVE CUSTOMER,0.0,128,,0.00
2021-02-01,14287.79886309298,MOVE CUSTOMER ORDER,0.0,129,,1527.21
2021-02-01,14.276666661833334,MOVE LOYALTY,0.0,130,,0.00
2021-02-01,2221.4719014432776,MYHOME,0.0,132,,27104.85
2021-02-01,1146.168607327063,NEXT PRODUCT TO BUY,0.0,135,,22797.33
2021-02-01,1400.044333898305,NOTIFY,0.0,136,,16893.13
2021-02-01,12025.931909033365,OFFER REPOSITORY,0.0,137,,349830.79
2021-02-01,12787.0870282342,OLT,0.0,138,,1327.51
2021-02-01,2944.3662715320206,OMNICARE,0.0,139,,240.00
2021-02-01,2.5322465092608284,ONLINE EXPERIENCE WEB FRONT,0.0,141,,11941.04
2021-02-01,2.5,OPCOM ADVISOR,0.0,142,,30000.00
2021-02-01,5384.60120764785,OPECOM V2,0.0,143,,0.00
2021-02-01,9952.061278053056,OPTIMEEZE,0.0,144,,162837.89
2021-02-01,61733.26307493029,OPUS,0.0,145,,864000.00
2021-02-01,2915.09713,OPUS LEGACY,0.0,152,,0.00
2021-02-01,13636.6385,OREO,0.0,159,,391942.70
2021-02-01,39630.38439669447,ORION,0.0,160,,2339.47
2021-02-01,7.636566005911036,PAYMENT CROSS TECHNOLOGIES,0.0,162,,5871.40
2021-02-01,205.1959783616872,PAYMENT DATA REPOSITORY,0.0,163,,13534.95
2021-02-01,1877.25692,PDC,0.0,164,,0.00
2021-02-01,419.9940338983051,PICK UP PLANNING,0.0,165,,18169.39
2021-02-01,572.2490852491962,PLATFORMSMS,0.0,166,,0.00
2021-02-01,61.779132589933575,POCKET DATA,0.0,167,,14123.74
2021-02-01,93.0,PRODUCT FEED,0.0,172,,5.07
2021-02-01,3301.616376138885,PRODUCT MATCH AND MERGE - PMM,0.0,173,,83271.93
2021-02-01,2826.067520427636,PRODUCT REVIEWS,0.0,176,,93356.94
2021-02-01,4697.385615731599,PROJECT BOOSTER,0.0,177,,44310.13
2021-02-01,2648.4806089927424,PVR,0.0,179,,7203.78
2021-02-01,84445.10693056702,PYXIS,0.0,180,,36219.91
2021-02-01,3100.5484584201627,PYXIS SAPHIR,0.0,181,,4744.24
2021-02-01,9433.136904959192,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2021-02-01,440.62563389830507,QUESTION AND ANSWERS,0.0,185,,19838.28
2021-02-01,1372.4094178860882,QUOTATION,0.0,186,,36000.00
2021-02-01,26174.52038516875,SAFE,0.0,189,,0.00
2021-02-01,2109.443,SCO BY ULYS,0.0,191,,5024.89
2021-02-01,17.261499999999998,SEARCHDEX,0.0,193,,20451.46
2021-02-01,671.849049382716,SOLUTION OFFER DESIGN,0.0,210,,36095.89
2021-02-01,3842.3234090599726,STAMBIA,0.0,211,,0.00
2021-02-01,44251.7981016936,STC,0.0,212,,6304.46
2021-02-01,79.9007644477512,STORE REVIEWS,0.0,213,,2373.77
2021-02-01,703.8742408260996,STORE SIS,0.0,214,,7200.00
2021-02-01,5562.074,STREAMSERVE,0.0,215,,0.00
2021-02-01,272.70506120879696,SUIVI DE POSITION,0.0,216,,0.00
2021-02-01,4110.8237654320965,TANDEM,0.0,217,,25636.28
2021-02-01,10335.744475366711,TEMPO,0.0,219,,190682.99
2021-02-01,0.0,THOR,0.0,220,,915.80
2021-02-01,357.39639746463547,TMS - TAG COMMANDER,0.0,221,,0.00
2021-02-01,683.0685809255599,TO DO FOR SALES,0.0,222,,13330.64
2021-02-01,1134.9021863632315,TREND ME NOW,0.0,223,,6000.00
2021-02-01,11441.715640281582,ULYS,0.0,224,,143244.83
2021-02-01,352.34903389830504,URL SHORTENER,0.0,225,,1511.00
2021-02-01,2521.737939368152,VFP - ONLINE INSTALLATION OFFERS,0.0,226,,12266.03
2021-02-01,6550.4145452268,VISUAL RECOGNITION,0.0,227,,33986.49
2021-02-01,7600.87866848547,WAC-WEBACCOUNT,0.0,228,,0.00
2021-02-01,1137.8170764947638,WEBOPS,0.0,229,,0.00
2021-02-01,14871.991580213971,WLL,0.0,230,,0.00
2021-03-01,883.5,0 - STARTER PACK,0.0,0,,36.12
2021-03-01,2553.7146687599,ARTY,0.0,3,,16800.00
2021-03-01,11760.982548648895,BACK OFFICE MARKETPLACE - BOMP,0.0,7,,243586.14
2021-03-01,853.4877945839751,BIP (BRIQUE INTEGRATION POSE),0.0,8,,12000.00
2021-03-01,546.7971930513045,BOOMERANG (INTERACTIVE RETURN SYSTEM),0.0,12,,13203.88
2021-03-01,39319.60447164261,BOOSTER,0.0,13,,38564.51
2021-03-01,1762.1902256383328,BRIQUE DE COTATION (BDC),0.0,14,,0.00
2021-03-01,528.5913437330214,BU PERFORMANCE,0.0,15,,3600.00
2021-03-01,522.3712332858872,CATALOG OF PRODUCT AND SERVICES,0.0,18,,164051.82
2021-03-01,2747.778596648804,CIAM,0.0,22,,32821.41
2021-03-01,1463.0895822283803,COLIBRI FEEDBACK MANAGER,0.0,24,,1.03
2021-03-01,0.0895822283802361,COLIBRI GREENZONE PACTOOL,0.0,25,,1.04
2021-03-01,2640.5603593637043,COLIBRI MANAGE,0.0,26,,1.03
2021-03-01,10720.185655816284,COLIBRI PASSPORT,0.0,27,,123730.42
2021-03-01,0.0895822283802362,COLIBRI PERMANENT INVENTORY,0.0,28,,10128.91
2021-03-01,17592.828847308654,COLIBRI PRODUCT SHEET,0.0,29,,99885.64
2021-03-01,0.1009962783715563,COLIBRI QBAT,0.0,30,,1.04
2021-03-01,0.0895822283802361,COLIBRI SALES,0.0,31,,1.04
2021-03-01,0.0922040017448092,COLIBRI SCAN EVERYTHING,0.0,32,,1.04
2021-03-01,0.0895822283802361,COLIBRI TASKLIST,0.0,33,,1.04
2021-03-01,1445.01648442,CONFIGURATORS REPOSITORY AND COMMON,0.0,37,,42000.00
2021-03-01,3.5957207382006766,CONTEXT REPOSITORY,0.0,38,,777.11
2021-03-01,5389.983303693885,COOKIE PORTAL & REPOSITORY,0.0,40,,0.10
2021-03-01,2441.392274985715,COOKIE STORE,0.0,41,,5700.95
2021-03-01,7001.620948960798,COOKIE WEB,0.0,42,,187462.62
2021-03-01,61.703049180327874,COUPON REPOSITORY,0.0,44,,0.00
2021-03-01,7833.4121280094,CUSTOMER BOARD,0.0,46,,0.00
2021-03-01,0.0318601257961184,CUSTOMER CARE CHATBOT PLATFORM,0.0,47,,180000.00
2021-03-01,1567.9176816974316,CUSTOMER MOBILE APP,0.0,50,,34519.27
2021-03-01,8463.86155146692,DAMEO,0.0,53,,16404.51
2021-03-01,19003.69203559604,DATA COMPLIANCE,0.0,55,,75246.47
2021-03-01,3656.0124835034,DATA QUALITY,0.0,57,,36000.00
2021-03-01,1177.4976996080418,DELIVERY SIMULATION TOOL,0.0,58,,13552.13
2021-03-01,2043.4266928031643,DELTA,0.0,59,,21922.43
2021-03-01,1.3570665740236745,DEPRECATD PAYMENT DATA TOOLBOX,0.0,60,,87.30
2021-03-01,439.728005702067,DIGITAL DOCUMENT GENERATOR BRICK (DDGB),0.0,61,,48000.00
2021-03-01,3418.764220391532,DOP - DIGITAL OFFER PLATFORM,0.0,62,,24000.00
2021-03-01,3161.284223082367,FIDLIGHT,0.0,66,,0.00
2021-03-01,629.9763276666034,FLOYD - FRONT LOYALTY DESK,0.0,68,,0.00
2021-03-01,0.2667833934134242,GENESYS CLOUD - CONTACT CENTER SOLUTION,0.0,69,,1200.00
2021-03-01,47932.04891829759,GESTION CLIENT (WCM),0.0,70,,0.00
2021-03-01,1101.00221012299,HOMEVISITS,0.0,73,,10935.65
2021-03-01,116.472,HOMMY,0.0,74,,4064.04
2021-03-01,699.7598611111111,IKY  (I KNOW YOU) - CUSTOMER DATA MANAGEMENT,0.0,75,,1697.26
2021-03-01,20792.988980730017,INSTALA,0.0,76,,97448.55
2021-03-01,5035.688614621175,IPOSE,0.0,77,,2400.00
2021-03-01,21.0,KATAPULT-TEAM-TOOLS,0.0,78,,0.66
2021-03-01,48.34909811172346,LEGACY TRANSLATOR,0.0,112,,1955.79
2021-03-01,2855.689872515245,LOCUS,0.0,114,,38498.79
2021-03-01,389.6588888888889,LOYALTY ACCOUNT MANAGEMENT,0.0,115,,24686.81
2021-03-01,514.1135222040789,LOYALTY MOBILE APP,0.0,116,,0.00
2021-03-01,619.5558333333333,LYSA - LOYALTY SERVICE ACCOUNT,0.0,118,,0.18
2021-03-01,744.2809715067621,MAILBREW,0.0,119,,30000.00
2021-03-01,4552.649189601152,MEDIA INTEGRATOR,0.0,121,,2400.00
2021-03-01,43.585,MEDIA ORDER MANAGER,0.0,122,,7369.94
2021-03-01,6264.3209891789975,MESSAGEO,0.0,124,,54000.00
2021-03-01,0.0,MIRAKL,0.0,125,,27.12
2021-03-01,586.3849999999999,MODEL SELECTOR,0.0,126,,59664.91
2021-03-01,732.1129999999998,MONITORING SEO,0.0,127,,0.00
2021-03-01,1509.2552666618335,MOVE CUSTOMER,0.0,128,,0.00
2021-03-01,14137.971307272886,MOVE CUSTOMER ORDER,0.0,129,,1527.21
2021-03-01,14.276666661833332,MOVE LOYALTY,0.0,130,,0.00
2021-03-01,2284.078744766284,MYHOME,0.0,132,,27104.85
2021-03-01,1090.7498596146486,NEXT PRODUCT TO BUY,0.0,135,,22797.33
2021-03-01,1463.9052057020667,NOTIFY,0.0,136,,16893.13
2021-03-01,14193.22821708888,OFFER REPOSITORY,0.0,137,,349830.79
2021-03-01,12114.42196853675,OLT,0.0,138,,1327.51
2021-03-01,3316.4996583515704,OMNICARE,0.0,139,,240.00
2021-03-01,2.0112725000095817,ONLINE EXPERIENCE WEB FRONT,0.0,141,,11941.04
2021-03-01,5391.8687444735,OPECOM V2,0.0,143,,0.00
2021-03-01,10630.274205713253,OPTIMEEZE,0.0,144,,162837.89
2021-03-01,81981.24987980879,OPUS,0.0,145,,864000.00
2021-03-01,2915.09713,OPUS LEGACY,0.0,152,,0.00
2021-03-01,14236.482499999998,OREO,0.0,159,,391942.70
2021-03-01,40136.43241490549,ORION,0.0,160,,2339.47
2021-03-01,3.2962949958381147,PAYMENT CROSS TECHNOLOGIES,0.0,162,,5871.40
2021-03-01,172.58259452467453,PAYMENT DATA REPOSITORY,0.0,163,,13534.95
2021-03-01,1881.88132,PDC,0.0,164,,0.00
2021-03-01,408.2531491803279,PICK UP PLANNING,0.0,165,,18169.39
2021-03-01,576.3259449762979,PLATFORMSMS,0.0,166,,0.00
2021-03-01,81.7929732992311,POCKET DATA,0.0,167,,14123.74
2021-03-01,5078.890945948903,PRODUCT MATCH AND MERGE - PMM,0.0,173,,83271.93
2021-03-01,2922.892349560721,PRODUCT REVIEWS,0.0,176,,93356.94
2021-03-01,5570.700518558824,PROJECT BOOSTER,0.0,177,,44310.13
2021-03-01,2622.852491863551,PVR,0.0,179,,7203.78
2021-03-01,83805.59386122123,PYXIS,0.0,180,,36219.91
2021-03-01,3139.2929232642264,PYXIS SAPHIR,0.0,181,,4744.24
2021-03-01,9941.325897845494,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2021-03-01,425.3701336992908,QUESTION AND ANSWERS,0.0,185,,19838.28
2021-03-01,1397.8941577123198,QUOTATION,0.0,186,,36000.00
2021-03-01,25920.308795447643,SAFE,0.0,189,,0.00
2021-03-01,2659.4785,SCO BY ULYS,0.0,191,,5024.89
2021-03-01,121.716,SEARCHDEX,0.0,193,,20451.46
2021-03-01,743.582861111111,SOLUTION OFFER DESIGN,0.0,210,,36095.89
2021-03-01,3965.3760858026494,STAMBIA,0.0,211,,0.00
2021-03-01,41755.40936696866,STC,0.0,212,,6304.46
2021-03-01,80.1679749681766,STORE REVIEWS,0.0,213,,2373.77
2021-03-01,597.4123649034708,STORE SIS,0.0,214,,7200.00
2021-03-01,5079.9435,STREAMSERVE,0.0,215,,0.00
2021-03-01,2050.5169515794187,SUIVI DE POSITION,0.0,216,,0.00
2021-03-01,3894.065693881394,TANDEM,0.0,217,,25636.28
2021-03-01,11443.385676146458,TEMPO,0.0,219,,190682.99
2021-03-01,0.0,THOR,0.0,220,,915.80
2021-03-01,624.7653180468978,TMS - TAG COMMANDER,0.0,221,,0.00
2021-03-01,760.1396714299558,TO DO FOR SALES,0.0,222,,13330.64
2021-03-01,936.0154284446384,TREND ME NOW,0.0,223,,6000.00
2021-03-01,12638.806432805392,ULYS,0.0,224,,143244.83
2021-03-01,308.990405702067,URL SHORTENER,0.0,225,,1511.00
2021-03-01,2418.038352451467,VFP - ONLINE INSTALLATION OFFERS,0.0,226,,12266.03
2021-03-01,6851.1813419083865,VISUAL RECOGNITION,0.0,227,,33986.49
2021-03-01,7011.9503346675965,WAC-WEBACCOUNT,0.0,228,,0.00
2021-03-01,12981.57838993599,WEBOPS,0.0,229,,0.00
2021-03-01,14392.93211459514,WLL,0.0,230,,0.00
2021-04-01,2449.0,0 - STARTER PACK,0.0,0,,36.12
2021-04-01,2508.7758133187,ARTY,0.0,3,,16800.00
2021-04-01,13030.80801953722,BACK OFFICE MARKETPLACE - BOMP,0.0,7,,243586.14
2021-04-01,839.9671738131,BIP (BRIQUE INTEGRATION POSE),0.0,8,,12000.00
2021-04-01,600.5969459437109,BOOMERANG (INTERACTIVE RETURN SYSTEM),0.0,12,,13203.88
2021-04-01,32946.46437460288,BOOSTER,0.0,13,,38564.51
2021-04-01,1509.3394496429453,BRIQUE DE COTATION (BDC),0.0,14,,0.00
